Date,Sector,State,Number of Records,Values
01-01-2013,Demographic:Poverty(% of Persons ),Telangana,1,9.2
01-01-2013,Demographic:Poverty(% of Persons ),Tripura,1,11.26
01-01-2013,Demographic:Poverty(% of Persons ),Uttar Pradesh,1,29.43
01-01-2013,Demographic:Poverty(% of Persons ),Uttarakhand,1,19.98
01-01-2013,Demographic:Poverty(% of Persons ),West Bengal,1,9.69
01-01-2013,Economic:GDP in crore,Andaman & Nicobar Islands,1,0
01-01-2013,Economic:GDP in crore,Andhra Pradesh,1,0
01-01-2013,Economic:GDP in crore,Arunachal Pradesh,1,7050.31
01-01-2013,Economic:GDP in crore,Assam,1,89422.86
01-01-2013,Economic:GDP in crore,Bihar,1,268349.16
01-01-2013,Economic:GDP in crore,Chandigarh,1,0
01-01-2013,Economic:GDP in crore,Chhattisgarh,1,98765.94
01-01-2013,Economic:GDP in crore,Dadra & Nagar Haveli,1,0
01-01-2013,Economic:GDP in crore,Daman & Diu,1,0
01-01-2013,Economic:GDP in crore,Delhi,1,414410.17
01-01-2013,Economic:GDP in crore,Goa,1,0
01-01-2013,Economic:GDP in crore,Gujarat,1,0
01-01-2013,Economic:GDP in crore,Haryana,1,0
01-01-2013,Economic:GDP in crore,Himachal Pradesh,1,49307.68
01-01-2013,Economic:GDP in crore,Jammu and Kashmir,1,64300.12
01-01-2013,Economic:GDP in crore,Jharkhand,1,115620.48
01-01-2013,Economic:GDP in crore,Karnataka,1,333175
01-01-2013,Economic:GDP in crore,Kerala,1,0
01-01-2013,Economic:GDP in crore,Lakshadweep,1,0
01-01-2013,Economic:GDP in crore,Madhya Pradesh,1,246385.07
01-01-2013,Economic:GDP in crore,Maharashtra,1,0
01-01-2013,Economic:GDP in crore,Manipur,1,9606.02
01-01-2013,Economic:GDP in crore,Meghalaya,1,13875.17
01-01-2013,Economic:GDP in crore,Mizoram,1,0
01-01-2013,Economic:GDP in crore,Nagaland,1,15621.93
01-01-2013,Economic:GDP in crore,Odisha,1,130555.36
01-01-2013,Economic:GDP in crore,Puducherry,1,29997.11
01-01-2013,Economic:GDP in crore,Punjab,1,185966.46
01-01-2013,Economic:GDP in crore,Rajasthan,1,0
01-01-2013,Economic:GDP in crore,Sikkim,1,0
01-01-2013,Economic:GDP in crore,Tamil Nadu,1,775347.22
01-01-2013,Economic:GDP in crore,Telangana,1,0
01-01-2013,Economic:GDP in crore,Tripura,1,27658.23
01-01-2013,Economic:GDP in crore,Uttar Pradesh,1,475254.4
01-01-2013,Economic:GDP in crore,Uttarakhand,1,70102.9
01-01-2013,Economic:GDP in crore,West Bengal,1,585688.04
01-01-2013,Political:Total Persons involved in corruption,Andaman & Nicobar Islands,1,4
01-01-2013,Political:Total Persons involved in corruption,Andhra Pradesh,1,304
01-01-2013,Political:Total Persons involved in corruption,Arunachal Pradesh,1,12
01-01-2013,Political:Total Persons involved in corruption,Assam,1,4
01-01-2013,Political:Total Persons involved in corruption,Bihar,1,168
01-01-2013,Political:Total Persons involved in corruption,Chandigarh,1,10
01-01-2013,Political:Total Persons involved in corruption,Chhattisgarh,1,37
01-01-2013,Political:Total Persons involved in corruption,Dadra & Nagar Haveli,1,0
01-01-2013,Political:Total Persons involved in corruption,Daman & Diu,1,1
01-01-2013,Political:Total Persons involved in corruption,Delhi,1,27
01-01-2013,Political:Total Persons involved in corruption,Goa,1,23
01-01-2013,Political:Total Persons involved in corruption,Gujarat,1,234
01-01-2013,Political:Total Persons involved in corruption,Haryana,1,68
01-01-2013,Political:Total Persons involved in corruption,Himachal Pradesh,1,362
01-01-2013,Political:Total Persons involved in corruption,Jammu and Kashmir,1,118
01-01-2013,Political:Total Persons involved in corruption,Jharkhand,1,40
01-01-2013,Political:Total Persons involved in corruption,Karnataka,1,2230
01-01-2013,Political:Total Persons involved in corruption,Kerala,1,288
01-01-2013,Political:Total Persons involved in corruption,Lakshadweep,1,0
01-01-2013,Political:Total Persons involved in corruption,Madhya Pradesh,1,605
01-01-2013,Political:Total Persons involved in corruption,Maharashtra,1,810
01-01-2013,Political:Total Persons involved in corruption,Manipur,1,1
01-01-2013,Political:Total Persons involved in corruption,Meghalaya,1,0
01-01-2013,Political:Total Persons involved in corruption,Mizoram,1,18
01-01-2013,Political:Total Persons involved in corruption,Nagaland,1,10
01-01-2013,Political:Total Persons involved in corruption,Odisha,1,458
01-01-2013,Political:Total Persons involved in corruption,Puducherry,1,2
01-01-2013,Political:Total Persons involved in corruption,Punjab,1,202
01-01-2013,Political:Total Persons involved in corruption,Rajasthan,1,132
01-01-2013,Political:Total Persons involved in corruption,Sikkim,1,7
01-01-2013,Political:Total Persons involved in corruption,Tamil Nadu,1,465
01-01-2013,Political:Total Persons involved in corruption,Telangana,1,304
01-01-2013,Political:Total Persons involved in corruption,Tripura,1,0
01-01-2013,Political:Total Persons involved in corruption,Uttar Pradesh,1,0
01-01-2013,Political:Total Persons involved in corruption,Uttarakhand,1,16
01-01-2013,Political:Total Persons involved in corruption,West Bengal,1,6
